fecha,apertura,maximo,minimo,cierre,volumen,openint
"2005-01-03","1376.01001","1390.3","1367.62","1369.50000","52038580","0"
"2005-01-04","1367.48999","1367.49","1333.81","1337.45996","58506860","0"
"2005-01-05","1336.06006","1336.06","1298.37","1305.56006","68741432","0"
"2005-01-06","1305.56006","1324.82","1305.56","1316.63000","36876060","0"
"2005-01-07","1316.81006","1333.15","1304.22","1309.44995","39520760","0"
"2005-01-10","1309.82996","1335.62","1309.45","1334.57996","47657600","0"
"2005-01-11","1339.95996","1356.54","1339.96","1350.92004","66331820","0"
"2005-01-12","1351.57996","1358.55","1336.89","1344.10999","64506808","0"
"2005-01-13","1344.10999","1347.29","1331.88","1347.29004","37372088","0"
"2005-01-14","1348.45996","1353.04","1330.99","1344.69995","41869260","0"
"2005-01-17","1344.69995","1351.81","1341.37","1348.68994","15234310","0"
"2005-01-18","1348.68994","1349.21","1333.84","1345.46997","43705232","0"
"2005-01-19","1343.56995","1352.26","1333.21","1336.95996","27028540","0"
"2005-01-20","1336.95996","1336.96","1313.42","1319.18994","40580200","0"
"2005-01-21","1319.18994","1329.02","1319.13","1325.73999","23991640","0"
"2005-01-24","1325.73999","1326.39","1306.72","1311.92004","25429660","0"
"2005-01-25","1310.63000","1321.77","1307.49","1309.67004","35964200","0"
"2005-01-26","1309.67004","1355.32","1306.7","1355.31995","51737920","0"
"2005-01-27","1355.31995","1380.2","1355.32","1378.43005","81474872","0"
"2005-01-28","1378.43005","1389.63","1373.09","1381.92004","42571680","0"
"2005-01-31","1381.80005","1387.36","1370.59","1373.79004","32226220","0"
"2005-02-01","1373.79004","1379.82","1365.3","1373.41003","41440568","0"
"2005-02-02","1373.96997","1379.88","1359.07","1371.02002","71275456","0"
"2005-02-03","1371.87000","1399.23","1371.04","1399.22998","71675848","0"
"2005-02-04","1404.02002","1430.37","1404.02","1428.54004","140794096","0"
"2005-02-07","1429.39001","1437.15","1419.66","1434.03003","76790032","0"
"2005-02-08","1434.71997","1480.48","1434.72","1480.10999","163602496","0"
"2005-02-09","1479.93005","1497.64","1468.54","1484.59998","170588096","0"
"2005-02-10","1485.35999","1495.92","1475.17","1487.39001","89597048","0"
"2005-02-11","1488.15002","1511.13","1487.57","1496.91003","100105600","0"
"2005-02-14","1496.91003","1523.77","1496.91","1517.93005","96390608","0"
"2005-02-15","1518.84998","1527.37","1491.14","1493.95996","88900472","0"
"2005-02-16","1494.08997","1509.13","1486.82","1508.83997","138821296","0"
"2005-02-17","1508.83997","1535.83","1502.83","1531.85999","143619600","0"
"2005-02-18","1531.91003","1566","1531.91","1557.77002","186996096","0"
"2005-02-21","1556.78003","1569.32","1533.85","1534.01001","92517472","0"
"2005-02-22","1536.73999","1556.03","1533.73","1556.03003","111909104","0"
"2005-02-23","1559.66003","1571.02","1520.22","1520.90002","126651600","0"
"2005-02-24","1522.03003","1539.22","1510.92","1529.64001","96786576","0"
"2005-02-25","1532.37000","1607.47","1532.37","1600.31995","160528896","0"
"2005-02-28","1603.46997","1619.26","1554.05","1558.62000","129593800","0"
"2005-03-01","1558.62000","1599.42","1550.35","1598.38000","120211400","0"
"2005-03-02","1598.66003","1613.82","1582.39","1582.39001","104169904","0"
"2005-03-03","1582.03003","1598.74","1574.55","1577.13000","107014096","0"
"2005-03-04","1576.50000","1612.73","1548.73","1581.35999","124328304","0"
"2005-03-07","1581.17004","1591.39","1573.98","1590.73999","71109120","0"
"2005-03-08","1590.73999","1613.86","1589.22","1596.81006","82679720","0"
"2005-03-09","1596.81006","1598.61","1523.99","1530.02002","125999104","0"
"2005-03-10","1523.20996","1523.21","1419.48","1471.89001","146895696","0"
"2005-03-11","1467.66003","1486.43","1435.73","1435.94995","84010312","0"
"2005-03-14","1437.17004","1439.42","1367.45","1374.88000","116821800","0"
"2005-03-15","1374.46997","1417.41","1374.35","1386.07996","103588496","0"
"2005-03-16","1386.07996","1399.28","1372.39","1388.08997","56936100","0"
"2005-03-17","1388.46997","1452.94","1388.04","1452.93994","102957904","0"
"2005-03-18","1454.22998","1471.05","1450","1458.18994","91281160","0"
"2005-03-21","1458.34998","1458.35","1406.59","1414.40002","57331220","0"
"2005-03-22","1411.18005","1415.65","1385.93","1393.56995","78303968","0"
"2005-03-23","1390.06995","1390.07","1357.92","1364.28003","77236304","0"
"2005-03-28","1363.79004","1363.79","1325.09","1347.98999","61408352","0"
"2005-03-29","1348.63000","1369.88","1341.06","1347.77002","57986208","0"
"2005-03-30","1351.85999","1404.25","1351.86","1401.12000","91550992","0"
"2005-03-31","1398.40002","1413.04","1389.64","1400.42004","68077608","0"
"2005-04-01","1400.43994","1433.36","1397.46","1424.31006","71266152","0"
"2005-04-04","1424.96997","1425.51","1383.14","1392.51001","46299560","0"
"2005-04-05","1391.00000","1411.28","1382.89","1411.28003","52315528","0"
"2005-04-06","1411.28003","1427.68","1408.89","1423.30005","61774740","0"
"2005-04-07","1423.30005","1425.8","1413.01","1423.46997","49680448","0"
"2005-04-08","1421.95996","1424.46","1413.14","1415.32996","42681680","0"
"2005-04-11","1415.32996","1418.2","1402.8","1408.42004","34936272","0"
"2005-04-12","1403.91003","1403.91","1354.12","1372.58997","74055376","0"
"2005-04-13","1373.68005","1380.18","1340.78","1344.56006","79793352","0"
"2005-04-14","1343.90002","1343.9","1310.27","1325.83997","90478144","0"
"2005-04-15","1325.83997","1332.4","1265.97","1276.47998","74289048","0"
"2005-04-18","1290.62000","1312.41","1290.62","1307.90002","52880600","0"
"2005-04-19","1310.83997","1344.87","1310.84","1344.60999","70861840","0"
"2005-04-20","1345.38000","1349.8","1300.9","1309.47998","70059352","0"
"2005-04-21","1312.63000","1354.99","1312.63","1354.72998","65523912","0"
"2005-04-22","1355.15002","1359.81","1349.52","1354.68005","52555920","0"
"2005-04-25","1354.68005","1377.7","1352.77","1368.81995","52273540","0"
"2005-04-26","1369.59998","1374.89","1350.97","1352.68005","84600224","0"
"2005-04-27","1352.68005","1363.46","1338.4","1356.30005","53174780","0"
"2005-04-28","1355.91003","1356.08","1322.58","1324.75000","53073152","0"
"2005-04-29","1327.71997","1348.46","1323.16","1348.34998","53576272","0"
"2005-05-02","1349.08997","1381.34","1349.09","1378.76001","63686640","0"
"2005-05-03","1382.26001","1411.76","1382.26","1404.39001","78957280","0"
"2005-05-04","1405.05005","1444.9","1405.05","1442.13000","79990120","0"
"2005-05-05","1446.64001","1458.57","1428.72","1438.08997","96440152","0"
"2005-05-06","1440.06995","1450.36","1419.83","1429.37000","85294160","0"
"2005-05-09","1429.37000","1429.37","1401.61","1406.84998","50146808","0"
"2005-05-10","1407.50000","1407.5","1375.05","1381.33997","79110080","0"
"2005-05-11","1382.34998","1400.53","1374.86","1400.45996","69155392","0"
"2005-05-12","1401.54004","1414.84","1382.61","1389.80005","49714980","0"
"2005-05-13","1390.02002","1464.25","1367.23","1439.60999","96126768","0"
"2005-05-16","1440.66003","1477.7","1440.66","1458.18005","91076224","0"
"2005-05-17","1458.94995","1458.95","1435.91","1444.72998","62527112","0"
"2005-05-18","1444.72998","1460.47","1439.3","1459.32996","79071984","0"
"2005-05-19","1459.57996","1472.07","1447.57","1457.23999","50979800","0"
"2005-05-20","1456.84998","1456.85","1434.98","1435.07996","47763520","0"
"2005-05-23","1435.73999","1450.21","1435.74","1449.63000","55675040","0"
"2005-05-24","1452.93005","1460.66","1444.9","1458.17004","50969040","0"
"2005-05-26","1452.58997","1452.84","1441.28","1447.06006","61893512","0"
"2005-05-27","1448.29004","1461.61","1448.29","1460.71997","62675528","0"
"2005-05-30","1460.71997","1498.66","1460.72","1497.83997","76938472","0"
"2005-05-31","1496.34998","1496.35","1480.39","1485.55005","98395904","0"
"2005-06-01","1485.85999","1516.93","1485.86","1516.17004","90810624","0"
"2005-06-02","1516.27002","1541.31","1516.27","1531.17004","116961200","0"
"2005-06-03","1531.39001","1532.94","1506.12","1506.12000","48268968","0"
"2005-06-06","1507.65002","1509.43","1481.05","1486.06995","48350352","0"
"2005-06-07","1486.06995","1493.74","1474.34","1490.30005","83739936","0"
"2005-06-08","1492.06006","1499.3","1484.34","1489.29004","75160864","0"
"2005-06-09","1489.68005","1489.68","1444.34","1450.95996","84569296","0"
"2005-06-10","1450.95996","1455.83","1432.68","1435.30005","88871952","0"
"2005-06-13","1435.72998","1445.46","1421.25","1421.25000","54863208","0"
"2005-06-14","1422.01001","1436.37","1416.44","1435.28003","67738040","0"
"2005-06-15","1436.44995","1454.43","1429.48","1453.66003","55948040","0"
"2005-06-16","1454.92004","1464.62","1449.77","1458.69995","80678400","0"
"2005-06-17","1459.78003","1463.09","1439.06","1443.98999","64937200","0"
"2005-06-21","1443.98999","1463.37","1442.65","1462.08997","69936592","0"
"2005-06-22","1462.08997","1471.5","1460.82","1464.80005","51195740","0"
"2005-06-23","1463.30005","1464.96","1438.04","1439.43005","87879344","0"
"2005-06-24","1438.67004","1444.61","1423.67","1444.60999","67696688","0"
"2005-06-27","1443.94995","1444.78","1420.05","1421.25000","43566000","0"
"2005-06-28","1421.25000","1430.54","1417.91","1419.64001","62308992","0"
"2005-06-29","1419.83997","1420.98","1374.55","1374.55005","74277312","0"
"2005-06-30","1376.06006","1390.04","1367.41","1367.41003","78572080","0"
"2005-07-01","1366.56006","1380.07","1340.09","1361.31995","58924768","0"
